codConceptoVentas;idVenta;concepto;cantidad;precioUnitario;subTotal
ccv-283;ceb8699c-049b-4d6c-8d18-9b4f6c62f167;Baltica 440ml;3;6;18
ccv-284;3ccd0542-2db4-4ed8-8d6e-a69c689f2f15;Coca Cola 3L;1;12;12
ccv-285;3ccd0542-2db4-4ed8-8d6e-a69c689f2f15;Sprite 3L;1;12;12
ccv-286;d2372c4f-c973-4ac4-9b64-18a2994b3a83;Coca Cola 3L;2;12;24
ccv-287;d4382f07-2fda-433a-a9d4-2a6ff5abeb6a;Caja Paceña;1;130;130
ccv-288;a8ae43ed-3c60-4b79-aebb-b1aa8457ae8e;Coca Cola 3L;2;12;24
ccv-289;a8ae43ed-3c60-4b79-aebb-b1aa8457ae8e;Ron Abuelo 1L;1;85;85
ccv-290;a8ae43ed-3c60-4b79-aebb-b1aa8457ae8e;Cajetilla Camel peq;1;10;10
ccv-291;4b80470f-90c0-40f7-aafc-84e995755d61;Fernet Bronco;1;75;75
ccv-292;cc0cac2f-2331-4c11-894b-4d817d10f5b1;Pepsi 3L;2;11;22
ccv-293;cc0cac2f-2331-4c11-894b-4d817d10f5b1;Ron Presidente;1;45;45
ccv-294;32c79b71-c7f8-427e-b882-0d20d9106bd9;Simba Piña;1;9;9
ccv-295;da631356-4606-4ad6-8132-fd7c4eeb722c;Taquiña Chica 440ml;3;5;15
ccv-296;f81a55ac-8b5d-4ddf-9582-e6e76e24c050;Coca Cola 3L;1;12;12
ccv-297;668925de-3d1c-46cd-a18b-7a2ba38f3d47;Coca Cola 3L;2;12;24
ccv-298;8e90fbd5-0a85-494f-b335-21a2638e0a78;Pepsi 3L;1;11;11
ccv-299;8e90fbd5-0a85-494f-b335-21a2638e0a78;Cajetilla Camel peq;1;10;10
ccv-300;8e90fbd5-0a85-494f-b335-21a2638e0a78;Agua Vital 990ml;1;6;6
ccv-301;8f727e49-9e7b-4a5c-b08f-21f836f42361;Simba Piña;1;9;9
ccv-302;8f1acc0e-79f0-4656-8e0c-b999f37eda45;Coca Cola 3L;1;12;12
ccv-303;867e0735-9f86-4283-9e74-5cfafc72f343;Agua Vital 990ml;1;6;6
ccv-304;997b164f-fdc0-441a-93b2-919d53135f8f;Coca Cola 3L;1;12;12
ccv-305;94294f20-dac3-4530-9fb8-2e59d20b719a;Coca Cola 3L;2;12;24
ccv-306;c190b2ad-13c7-4f91-87aa-7f91ecab9eea;Casa Real Azul;1;35;35
ccv-307;c190b2ad-13c7-4f91-87aa-7f91ecab9eea;Cuba Libre 2L;1;25;25
ccv-308;e426d38c-8064-45bf-8e8c-095c758b0b24;7Up;1;12;12
ccv-309;fc355d5b-bdf4-4b8c-90f1-03612ba758da;Powerade 990ml;1;10;10
ccv-310;b8a8aab7-b2c5-4a1a-8285-39ce37ad4172;Sixpack Corona;1;60;60
ccv-311;b8a8aab7-b2c5-4a1a-8285-39ce37ad4172;Agua Vital 990ml;2;6;12
ccv-312;feb0e442-2732-4f1b-bcce-47c17a749d23;Coca Cola 3L;1;12;12
ccv-313;feb0e442-2732-4f1b-bcce-47c17a749d23;Cajetilla Winston;1;10;10
ccv-314;feb0e442-2732-4f1b-bcce-47c17a749d23;Vino Santa Ana;1;35;35
ccv-315;6dfc526e-3b8d-47ff-bc5e-f032633e976e;Simba Piña;1;9;9
ccv-316;4899a3c5-fc19-4604-bbf4-b55d78af5520;Paceña 440ml;3;8;24
ccv-317;44323b60-cecf-4486-bcc4-86899aa45055;Coca Cola 3L;2;12;24
ccv-318;44323b60-cecf-4486-bcc4-86899aa45055;Paceña 440ml;4;8;32
ccv-319;c1abf6b5-d068-4796-8c72-b477086bcc0f;Agua Vital 990ml;2;6;12
ccv-320;43e2c9e1-b0d5-4125-8b1a-43f1dc883dcc;Powerade 990ml;1;10;10
ccv-321;7a5ffd2d-85f0-4432-8f13-6a00c74b2766;Pepsi 3L;1;11;11
ccv-322;7a5ffd2d-85f0-4432-8f13-6a00c74b2766;Ron Abuelo 1L;1;85;85
ccv-323;8df07d9b-83ff-4665-93ec-4f78ac14a7b3;Paceña 440ml;6;9;54
ccv-324;5e51fef5-556d-4210-afc2-a1e59da0e297;Ron Abuelo 1L;1;85;85
ccv-325;5e51fef5-556d-4210-afc2-a1e59da0e297;Coca Cola 3L;2;12;24
ccv-326;5e51fef5-556d-4210-afc2-a1e59da0e297;FourLoko 473ml;2;25;50
ccv-327;5e51fef5-556d-4210-afc2-a1e59da0e297;Fernet Bronco;1;75;75
ccv-328;038c0ec7-2c54-4efd-9ea5-46a50709f617;Paceña 440ml;2;8;16
ccv-329;87abdf13-1f06-4dbc-aebe-a4f2f3bcfd01;Simba Piña;1;9;9
ccv-330;87abdf13-1f06-4dbc-aebe-a4f2f3bcfd01;Cajetilla Winston;1;10;10
ccv-331;00b91378-6380-4bc4-b228-ec8972f2d0d7;Vino Santa Ana;1;35;35
ccv-332;85bd0a6a-d260-47b9-b0be-d5cd52c77a68;Huari Lata 440ml;2;10;20
ccv-333;85bd0a6a-d260-47b9-b0be-d5cd52c77a68;Paceña 440ml;1;9;9
ccv-334;dd8b380c-9975-4c39-a1fa-3989849b85f3;Powerade 990ml;1;10;10
ccv-335;ba76ecb7-7923-43a7-9f09-3c5a26d48dbb;Caja Paceña;1;130;130
ccv-336;ba76ecb7-7923-43a7-9f09-3c5a26d48dbb;Coca Cola 3L;3;12;36
ccv-337;b286904a-e585-4e12-97a2-bf5b521f0db1;Four Loke 695ml;3;35;105
ccv-338;3497f822-62cb-4528-a887-370aaeb9a2e2;Coca Cola 3L;2;12;24
ccv-339;3497f822-62cb-4528-a887-370aaeb9a2e2;Ron Abuelo 1L;1;85;85
ccv-340;6fe07084-ee14-40b9-82e1-ded826f1af48;Paceña 440ml;5;8;40
ccv-341;1a87e0fd-bfb1-47bf-8077-d42813c980ed;Cajetilla Winston;1;10;10
ccv-342;b8faeebc-e427-4d4c-a193-bced3b1a05eb;Huari Lata 440ml;3;10;30
ccv-343;16520682-85a2-457c-b98c-9476c1a229a0;Coca Cola 3L;2;12;24
ccv-344;16520682-85a2-457c-b98c-9476c1a229a0;Sprite 3L;1;12;12
ccv-345;16520682-85a2-457c-b98c-9476c1a229a0;Ron Abuelo 1L;2;85;170
ccv-346;16520682-85a2-457c-b98c-9476c1a229a0;Casa Real Azul;2;40;80
ccv-347;6308afd5-243a-44f1-ab58-4bece3ded73d;Four Loke 695ml;2;35;70
ccv-348;ad63ac31-3ed9-44f1-a194-bcc8046489e7;Vino Santa Ana;1;35;35
ccv-349;ad63ac31-3ed9-44f1-a194-bcc8046489e7;Sixpack Corona;1;60;60
ccv-350;8acf7b50-98c1-49f9-97ed-776910354ce1;Cajetilla Winston;1;10;10
ccv-351;d0e619f7-d251-45bb-afde-f773c6821234;Latas Taquiña 473ml;4;5;20
ccv-352;d0e619f7-d251-45bb-afde-f773c6821234;Ron Carta Vieja;1;60;60
ccv-353;d0e619f7-d251-45bb-afde-f773c6821234;Coca Cola 3L;1;12;12
ccv-354;3c2c3960-909c-41a2-bc36-d31eb6051096;Cajetilla Winston;1;10;10
ccv-355;0c03f16b-a2e0-4f33-a72c-791e7b5375df;Pepsi 3L;1;11;11
ccv-356;627d1707-d579-47c4-88bb-c4d87bde9045;Caja Paceña;1;130;130
ccv-357;508149b5-de43-4bf0-818c-7131f63ed1f5;Agua Vital 990ml;3;6;18
ccv-358;508149b5-de43-4bf0-818c-7131f63ed1f5;Ron Abuelo 1L;1;85;85
ccv-359;508149b5-de43-4bf0-818c-7131f63ed1f5;Coca Cola 3L;1;12;12
ccv-360;c5f3fd4c-595a-44f7-b3a2-85d165d37af5;Sprite 3L;1;12;12
ccv-361;c5f3fd4c-595a-44f7-b3a2-85d165d37af5;Four Loke 695ml;1;35;35
ccv-362;174a641b-c8ee-4a56-a942-c4eb3149272a;Fernet Bronco;1;75;75
ccv-363;8ef45065-8390-4349-9c62-676489043edf;Pepsi 3L;2;11;22
ccv-364;8ef45065-8390-4349-9c62-676489043edf;Ron Abuelo 1L;1;85;85
ccv-365;b8c101ea-3317-427a-a904-3d1d26aa5e88;Coca Cola 3L;1;12;12
ccv-366;4650de49-33ae-44ed-b8ec-c2921f1da7f0;Powerade 990ml;1;10;10
ccv-367;81a3d5b8-8cd2-4ea1-8ee2-097ddef2e166;Paceña 440ml;3;8;24
ccv-368;81a3d5b8-8cd2-4ea1-8ee2-097ddef2e166;Agua Vital 990ml;1;6;6
ccv-369;81a3d5b8-8cd2-4ea1-8ee2-097ddef2e166;Cajetilla Winston;1;10;10
ccv-370;449dceb0-70b8-4826-8ce1-946da4fbeeca;Pepsi 3L;2;11;22
ccv-371;e47f77be-4644-4ce0-9cd6-d216ead49c5d;Sixpack Corona;1;60;60
ccv-372;e47f77be-4644-4ce0-9cd6-d216ead49c5d;Coca Cola 3L;1;12;12
ccv-373;81e58c26-3c7b-43a7-b241-f5cb62747ff9;Latas Taquiña 473ml;3;5;15
ccv-374;a8679f90-3aa5-42d4-b5f8-d917aa01c440;Coca Cola 3L;2;12;24
ccv-375;a8679f90-3aa5-42d4-b5f8-d917aa01c440;Sprite 3L;2;12;24
ccv-376;a8679f90-3aa5-42d4-b5f8-d917aa01c440;Sixpack Baltica;1;39;39
ccv-377;18c28c1e-8655-4ee3-a368-5bca4e319ca7;Vodka Barkov 1L;1;45;45
ccv-378;45ac112d-58e2-4893-ae32-faf4526cb700;Cajetilla Camel peq;1;10;10
ccv-379;45ac112d-58e2-4893-ae32-faf4526cb700;Sixpack Corona;1;60;60
ccv-380;942bad7d-7ba1-4450-b7ea-8d3e822d0db1;Sprite 3L;1;12;12
ccv-381;1095f77e-e1e7-403c-bf32-96bc01ed2118;Simba Piña;1;9;9
ccv-382;0055c1e3-4101-49c8-9a0a-ba4427759e9c;Ron Flor de Caña;1;75;75
ccv-383;d5c3367b-b153-406e-ab3b-07a171fb3753;Ron Abuelo 1L;1;85;85
ccv-384;d5c3367b-b153-406e-ab3b-07a171fb3753;Coca Cola 3L;1;12;12
ccv-385;b4f7cdb9-5149-4e58-9e1c-e6f306e98166;Singani Caso Real Azul;1;35;35
ccv-386;a402366c-7e1a-4330-9a3f-f945ce228692;Caja Baltica 473ml;1;150;150
ccv-387;46cdabe7-ff91-4230-81b3-1eb8cd0fdec4;Powerade 990ml;3;10;30
ccv-388;b3a8a4cd-ffb2-4808-a642-5220346da39b;Coca Cola 3L;1;12;12
ccv-389;b3a8a4cd-ffb2-4808-a642-5220346da39b;Latas Taquiña 473ml;1;5;5
ccv-390;bc7dd64c-a35a-42a8-9470-9e496b83119b;Coca Cola 3L;3;12;36
ccv-391;4f9b236f-baf1-4153-8c67-be44d9c92bfa;Simba Piña;1;9;9
ccv-392;4f9b236f-baf1-4153-8c67-be44d9c92bfa;7Up 3L;1;12;12
ccv-393;7ace13d7-e5c7-4af8-b5c8-4c12a5aa3525;Four Loke 695ml;1;35;35
ccv-394;732f27d8-42f1-4f34-a5f4-fbd1506e6fe8;Fernet Bronco;1;75;75
ccv-395;732f27d8-42f1-4f34-a5f4-fbd1506e6fe8;Coca Cola 3L;1;12;12
ccv-396;9d0c0701-ddcb-4d53-b973-d4abb8a2c8f2;Latas Taquiña 473ml;2;5;10
ccv-397;bca777b5-5dc5-4a4b-ac1e-f6fdf1c8b734;Coca Cola 3L;1;12;12
ccv-398;bca777b5-5dc5-4a4b-ac1e-f6fdf1c8b734;Vodka Barkov 1L;1;45;45
ccv-399;bca777b5-5dc5-4a4b-ac1e-f6fdf1c8b734;Ron Abuelo 1L;1;85;85
ccv-400;6959603a-883d-400c-a7d7-2ed9c103cf55;Simba Piña;1;9;9
ccv-401;0b1ef672-bbe4-4ca3-9c86-7a3dd2f11958;Vodka Barkov 1L;1;45;45
ccv-402;0b1ef672-bbe4-4ca3-9c86-7a3dd2f11958;7Up 3L;2;12;24
ccv-403;6740b218-b9f8-4167-9460-938ca72cd83d;Pepsi 3L;1;11;12
ccv-404;990756d2-9047-4246-a37a-2354c9b5456c;Ron Flor de Caña;1;75;75
ccv-405;990756d2-9047-4246-a37a-2354c9b5456c;Coca Cola 3L;2;12;24
ccv-406;990756d2-9047-4246-a37a-2354c9b5456c;Sixpack Corona;1;60;60
ccv-407;514069cd-7449-4dd4-856c-53acd19f9fe0;Cajetilla Camel peq;1;10;10
ccv-408;02f3eb06-4876-4992-a4b7-b736a377cb27;Latas Taquiña 473ml;4;5;20
ccv-409;e6e90d91-6e6e-4df8-8f7e-41e2ffff91bb;Vino Santa Ana;1;35;35
ccv-410;e6e90d91-6e6e-4df8-8f7e-41e2ffff91bb;Paceña 440ml;2;8;16
ccv-411;8e726007-7a27-4f99-8fc9-03c25fb22117;Singani Caso Real Azul;1;35;35
ccv-412;15e826ae-273d-4907-be6f-97912839031a;Coca Cola 3L;1;12;12
ccv-413;a0708df6-26e0-4356-a201-0cda86b8d6a3;Paceña 440ml;2;8;16
ccv-414;a0708df6-26e0-4356-a201-0cda86b8d6a3;Agua Vital 990ml;1;6;6
ccv-415;8916e1d2-bcc7-4115-a25b-d836506c47c9;Powerade 990ml;1;10;10
ccv-416;725156e5-2fe8-4c33-ad08-9669471490b6;Fernet Bronco;1;75;75
ccv-417;725156e5-2fe8-4c33-ad08-9669471490b6;Pepsi 3L;1;11;11
ccv-418;725156e5-2fe8-4c33-ad08-9669471490b6;Coca Cola 3L;1;12;12
ccv-419;c27b203c-3124-417c-9f78-0885593da061;Paceña 440ml;2;8;16
ccv-420;f19940d9-b19d-4eae-96a7-48b4219b8cd1;Coca Cola 3L;1;12;12
ccv-421;f19940d9-b19d-4eae-96a7-48b4219b8cd1;Simba Piña;1;9;9
ccv-422;99222c97-1571-4330-a5ad-5ce5a21c3937;Ron Flor de Caña;1;75;75
ccv-423;44799998-9f92-4fa3-bbc2-611e2e062b9d;Coca Cola 3L;1;12;12
ccv-424;44799998-9f92-4fa3-bbc2-611e2e062b9d;Vino Santa Ana;1;35;35
ccv-425;05bdc0a4-7683-4873-a209-fa8e6a23eddd;Paceña 440ml;1;8;8
ccv-426;72d1ec5b-7d04-4468-b2e0-2e8ebe1d94b1;Paceña 440ml;2;8;16
ccv-427;72d1ec5b-7d04-4468-b2e0-2e8ebe1d94b1;Latas Taquiña 473ml;1;5;5
ccv-428;860b7f3d-f899-4de6-8208-a5f64f9c57db;Vodka Barkov 1L;1;45;45
ccv-429;860b7f3d-f899-4de6-8208-a5f64f9c57db;7Up 3L;1;12;12
ccv-430;860b7f3d-f899-4de6-8208-a5f64f9c57db;Cajetilla Winston;1;10;10
ccv-431;225d3b8a-15a4-4252-849e-7e65f7b69603;7Up 3L;1;12;12
ccv-432;ccbb427b-35ce-444f-a1e8-b66c72cad4e0;Sixpack Baltica;1;39;39
ccv-433;ccbb427b-35ce-444f-a1e8-b66c72cad4e0;Agua Vital 990ml;2;6;12
ccv-434;616320b7-2730-4631-ab4b-76118f5f2724;Coca Cola 3L;2;12;24
ccv-435;8d0a4071-d23a-4e95-b0ab-a61faf19dcbd;Vino Santa Ana;1;35;35
ccv-436;8d0a4071-d23a-4e95-b0ab-a61faf19dcbd;Vodka Barkov 1L;1;45;45
ccv-437;cb933da7-24ff-44b7-9f0e-70f52ce83063;Sixpack Corona;1;60;60
ccv-438;6d999c8d-8424-404c-8640-a9b3d596b43b;Pepsi 3L;1;11;11
ccv-439;bb020d38-0da1-4e6b-8b42-cca585d02589;Cajetilla Winston;1;10;10
ccv-440;bb020d38-0da1-4e6b-8b42-cca585d02589;Paceña 440ml;2;8;16
ccv-441;1ecfd46b-4595-4121-9bce-ac3d379b635c;Coca Cola 3L;4;12;48
ccv-442;3aa6db15-e3c8-4810-87fc-a7685cd2319f;Sixpack Baltica;1;39;39
ccv-443;0c38461f-fcaf-4da4-bd5e-c435da8dfb14;7Up 3L;1;12;12
ccv-444;0c38461f-fcaf-4da4-bd5e-c435da8dfb14;Coca Cola 3L;2;12;24
ccv-445;0c38461f-fcaf-4da4-bd5e-c435da8dfb14;Singani Caso Real Azul;1;35;35
ccv-446;0c38461f-fcaf-4da4-bd5e-c435da8dfb14;Ron Abuelo 1L;1;85;85
ccv-447;14a9f951-6097-4820-bc5a-bc7390d2ace3;Agua Vital 990ml;1;6;6
ccv-448;0841d4ea-172f-4c91-a403-c63726bab7d8;Caja Paceña;1;130;130
ccv-449;9e570c2d-1c20-4ffd-909b-bc5aacae25c6;Paceña 440ml;2;8;16
ccv-450;9e570c2d-1c20-4ffd-909b-bc5aacae25c6;Agua Vital 990ml;1;6;6
ccv-451;a2a87d40-70a1-4b2e-9ef6-40749e51d277;Coca Cola 3L;1;12;12
ccv-452;5c613950-ce93-413b-9b18-1833c82d0457;Coca Cola 3L;1;12;12
ccv-453;5c613950-ce93-413b-9b18-1833c82d0457;7Up 3L;1;12;12
ccv-454;883e10e4-3677-48a9-9268-7396790a9b92;Simba Piña;1;9;9
ccv-455;bd123876-0545-4502-9cce-f3e2959c1784;Paceña 440ml;3;8;24
ccv-456;6be3fd71-03ec-4c39-a5da-c8db27f3b1da;Fernet Bronco;1;75;75
ccv-457;6be3fd71-03ec-4c39-a5da-c8db27f3b1da;Coca Cola 3L;2;12;24
ccv-458;a7bdc2cb-2795-494f-91be-1216b7a55e0e;Vino Santa Ana;1;35;35
ccv-459;d29e60b2-c164-4d69-acff-60b39e01642a;Sixpack Corona;1;60;60
ccv-460;cea4bb2c-77f1-4654-a656-7aed9666121a;Pepsi 3L;1;11;11
ccv-461;cea4bb2c-77f1-4654-a656-7aed9666121a;Vodka Barkov 1L;1;45;45
ccv-462;b3e28fd4-4039-4b5a-ab14-2eed544508ab;Coca Cola 3L;2;12;24
ccv-463;b3e28fd4-4039-4b5a-ab14-2eed544508ab;Ron Flor de Caña;1;75;75
ccv-464;b3e28fd4-4039-4b5a-ab14-2eed544508ab;Fernet Bronco;1;75;75
ccv-465;ab1928e2-0a0f-44e2-8efc-63bd5fcbb622;Pepsi 3L;1;11;11
ccv-466;7bc02f74-617a-4819-8c1b-191092327c0f;Cajetilla Winston;1;10;10
ccv-467;7bc02f74-617a-4819-8c1b-191092327c0f;Four Loke 695ml;1;35;35
ccv-468;189b5d44-0dd4-4cda-9b3d-637666185326;Powerade 990ml;1;10;10
ccv-469;8f1a6a7f-49f5-4fd9-a013-2c8b01f15248;Simba Piña;1;9;9
ccv-470;e3a6b251-04f2-4a3a-930a-65e0fc1dcd24;Agua Vital 990ml;2;6;12
ccv-471;2032875e-cf1d-4367-b372-78f737d9cdd2;Paceña 440ml;4;8;32
ccv-472;48bd1ef2-7664-4c79-ab32-00e6eeefbfb1;7Up 3L;1;12;12
ccv-473;bbba81e1-9993-489c-97f0-adc0b4503667;Pepsi 3L;1;11;11
ccv-474;88383ef4-fce4-44fb-a85b-d776eba5a5a3;Sixpack Baltica;1;39;39
ccv-475;88383ef4-fce4-44fb-a85b-d776eba5a5a3;Cajetilla Winston;1;10;10
ccv-476;8d88ff5f-99c0-49c9-9952-1959875cc8ac;Pepsi 3L;1;11;11
ccv-477;472e63ea-b11a-4c2b-86ad-b24d1dec035a;Vino Santa Ana;1;35;35
ccv-478;46a8844c-6b46-448d-aad6-36b744b68ccb;7Up 3L;1;12;12
ccv-479;46a8844c-6b46-448d-aad6-36b744b68ccb;Singani Caso Real Azul;1;35;35
ccv-480;65ead090-f9bc-49cf-9983-a303e1de0d4b;Coca Cola 3L;1;12;12
ccv-481;1558a51d-e213-4d42-88c5-a6eb2327b8b0;Four Loke 695ml;2;35;70
ccv-482;0d89f783-385a-40f5-a9dc-d531538b9699;Pepsi 3L;1;11;11
ccv-483;0d89f783-385a-40f5-a9dc-d531538b9699;Cajetilla Winston;1;10;10
ccv-484;da4d7929-2415-42e9-8570-44c78fcc1b58;Coca Cola 3L;3;12;36
ccv-485;ea925a8a-0dcb-465e-9d8f-52cda73488b7;Latas Taquiña 473ml;2;5;10
ccv-486;ea925a8a-0dcb-465e-9d8f-52cda73488b7;Paceña 440ml;6;8;48
ccv-487;d1c01d43-5414-483f-b68e-3edc960155e8;Simba Piña;1;9;9
ccv-488;5e8ee4f2-aad9-4d98-8ab8-02c723cf6027;Agua Vital 990ml;2;6;12
ccv-489;5e8ee4f2-aad9-4d98-8ab8-02c723cf6027;Coca Cola 3L;1;12;12
ccv-490;5e8ee4f2-aad9-4d98-8ab8-02c723cf6027;Ron Flor de Caña;1;75;75
ccv-491;5eaea048-96d5-4a77-bec4-b577b6400020;Sixpack Corona;1;60;60
ccv-492;47a5730e-009a-4da6-8b17-83bce75abc6f;7Up 3L;1;12;12
ccv-493;4284e7a5-b03f-45af-803e-383b7709a9ff;Cajetilla Winston;1;10;10
ccv-494;3a01b02e-83e5-4e86-a905-5c7031581fbc;Ron Abuelo 1L;1;85;85
ccv-495;e5818aef-840f-436e-98cc-857b8179833b;Coca Cola 3L;1;12;12
ccv-496;e5818aef-840f-436e-98cc-857b8179833b;Sprite 3L;1;12;12
ccv-497;7ba5d82d-1f76-4faf-bc72-275758d51fd9;Paceña 440ml;2;8;16
ccv-498;bf3ebda5-af14-45ba-bac5-bd9035d4eea3;Caja Paceña;1;130;130
ccv-499;4f1ff1d3-fac1-45e3-9885-7551e507e392;Ron Abuelo 1L;1;85;85
ccv-500;4f1ff1d3-fac1-45e3-9885-7551e507e392;Coca Cola 3L;1;12;12
ccv-501;fb3692b7-b38e-499d-9a50-bfa40b6701de;Cajetilla Winston;1;10;10
ccv-502;1f8f356c-5cdb-4fe9-af23-52e2a9df3069;Coca Cola 3L;1;12;12
ccv-503;d66dda6b-3834-4ac2-9634-afd075371ae9;Vino Santa Ana;1;35;35
ccv-504;d66dda6b-3834-4ac2-9634-afd075371ae9;7Up 3L;1;12;12
ccv-505;f6f0b3b7-19e4-4ca7-8936-5f7f88418cd3;Simba Piña;2;9;18
ccv-506;5f579dea-f7f0-462b-9bec-844f8522f09b;Agua Vital 990ml;3;6;18
ccv-507;bc423a61-78b1-4046-b519-d9597af7233c;Sixpack Baltica;1;39;39
ccv-508;bc423a61-78b1-4046-b519-d9597af7233c;Pepsi 3L;1;11;11
ccv-509;7715e72e-79f1-43da-b093-cd9a0191699d;Latas Taquiña 473ml;5;5;25
ccv-510;a9e5cdf1-564f-45dd-b825-0c1a02a3a777;Coca Cola 3L;2;12;24
ccv-511;842724fa-b1b8-4bad-b544-edd54481dffd;Four Loke 695ml;1;35;35
ccv-512;842724fa-b1b8-4bad-b544-edd54481dffd;Paceña 440ml;2;8;16
ccv-513;8367e6b3-6b3b-4e52-8a67-a6eddeaa9f38;Sprite 3L;1;12;12
ccv-514;8c38b7b2-6fb9-4151-9ece-47f7db7bc369;Coca Cola 3L;1;12;12
ccv-515;94b9e2a7-0208-44d9-8651-aed8e1391fd0;Cajetilla Winston;1;10;10
ccv-516;94b9e2a7-0208-44d9-8651-aed8e1391fd0;Coca Cola 3L;3;12;36
ccv-517;a854e674-1c70-4904-8052-5a34ba8e18db;Paceña 440ml;8;8;64
ccv-518;632bcbeb-7285-4f08-8818-98e04cebcf40;Pepsi 3L;1;11;11
ccv-519;632bcbeb-7285-4f08-8818-98e04cebcf40;Sixpack Baltica;1;39;39
ccv-520;02ccfa37-409a-4de1-85d3-029b08746ee9;Caja Paceña;1;130;130
ccv-521;b2868093-88e9-4248-a539-66bb844732d8;Sprite 3L;1;12;12
ccv-522;b2868093-88e9-4248-a539-66bb844732d8;Agua Vital 990ml;1;6;6
ccv-523;67525b56-03c0-4fef-aa66-3ec1e49397ac;Coca Cola 3L;2;12;24
ccv-524;dfd47806-8f75-4472-83df-0620714eba53;Fernet Bronco;1;75;75
ccv-525;dfd47806-8f75-4472-83df-0620714eba53;Vino Santa Ana;1;35;35
ccv-526;17b6d777-8d6f-4a0d-99db-6586664b74bb;Simba Piña;1;9;9
ccv-527;17b6d777-8d6f-4a0d-99db-6586664b74bb;Sprite 3L;1;12;12
ccv-528;68b3221c-2cc9-421e-8e9f-348503ccbab1;Paceña 440ml;3;8;24
ccv-529;9b4c26e1-120f-4e91-8385-21fe0a011f6d;Four Loke 695ml;1;35;35
ccv-530;9b4c26e1-120f-4e91-8385-21fe0a011f6d;Agua Vital 990ml;1;6;6
ccv-531;34c9c7d4-9405-43ae-922f-e908fdf4275f;Pepsi 3L;1;11;11
ccv-532;c296c78b-39de-4718-98dd-8a166ffd71a6;Vino Santa Ana;1;35;35
ccv-533;3b7947fc-4c76-4b25-a693-2043d5e167d7;Agua Vital 990ml;1;6;6
ccv-534;3b7947fc-4c76-4b25-a693-2043d5e167d7;Sixpack Baltica;1;39;39
ccv-535;89c1ed1f-15c8-4685-aaeb-762332f0dd75;Latas Taquiña 473ml;3;5;15
ccv-536;5d268241-9796-4c5a-817d-b443c419fbfe;Cajetilla Winston;1;10;10
ccv-537;b1533419-bc51-4c71-9362-f65451464e3a;Fernet Bronco;1;75;75
ccv-538;b1533419-bc51-4c71-9362-f65451464e3a;Coca Cola 3L;1;12;12
ccv-539;bb6a7f50-57bc-4676-9a53-85e2053041c3;Four Loke 695ml;1;35;35
ccv-540;7a335554-7168-48c4-99af-9898c07340e0;Simba Piña;1;9;9
ccv-541;7a335554-7168-48c4-99af-9898c07340e0;Pepsi 3L;1;11;11
ccv-542;80a7fe8a-403f-4b47-89d0-8fc7f259c410;Ron Flor de Caña;1;75;75
ccv-543;7234dbe9-864a-43b8-8903-53bc7cfc92b6;Sixpack Corona;1;60;60
ccv-544;42fa830d-cd8c-4c29-ba2a-e060efb4d40e;Sprite 3L;2;12;24
ccv-545;19c557c2-88ca-4e1c-aff6-297bcaf0ba6b;Coca Cola 3L;6;12;72
ccv-546;50a5a1fd-6034-41ee-a096-968b43d4a5f8;Cajetilla Winston;1;10;10
ccv-547;50a5a1fd-6034-41ee-a096-968b43d4a5f8;Paceña 440ml;3;8;24
ccv-548;d69eeb49-2501-40e5-9930-c0fdceceb9a7;7Up 3L;1;12;12
ccv-549;ec0d1aad-1c1f-4c7b-aec5-0d3b8d7db666;Coca Cola 3L;2;12;24
ccv-550;ec0d1aad-1c1f-4c7b-aec5-0d3b8d7db666;Fernet Bronco;1;75;75
ccv-551;ec0d1aad-1c1f-4c7b-aec5-0d3b8d7db666;Ron Flor de Caña;1;75;75
ccv-552;604e52e8-88ab-45c6-afb7-aa406c09fecc;Fernet Bronco;1;75;75
ccv-553;5584d6e0-4653-4343-ae8e-3173f7e09f59;Agua Vital 990ml;1;6;6
ccv-554;5584d6e0-4653-4343-ae8e-3173f7e09f59;Paceña 440ml;4;8;32
ccv-555;1804aefb-b066-46ad-8957-999dab84e09c;Pepsi 3L;1;11;11
ccv-556;eb4828bc-364f-4060-b877-658c758a99e8;Sprite 3L;1;12;12
ccv-557;eb4828bc-364f-4060-b877-658c758a99e8;Singani Caso Real Azul;1;35;35
ccv-558;71dd0c68-b3af-4dbb-8fc8-b0071b62ab69;Singani Caso Real Azul;1;35;35
ccv-559;71a39712-c439-46ea-bd3b-96ffcf46c1a3;Coca Cola 3L;1;12;12
ccv-560;92365942-1ed1-4654-b417-6e6adbc0def3;Caja Paceña;1;130;130
ccv-561;52bc1697-d1f9-4e7c-8c3e-5e25c011b2c9;Coca Cola 3L;1;12;12
ccv-562;d7a0fcc8-72fb-4e1f-9801-3a347476ad62;Singani Caso Real Azul;1;35;35
ccv-563;d7a0fcc8-72fb-4e1f-9801-3a347476ad62;Sprite 3L;1;12;12
ccv-564;d7a0fcc8-72fb-4e1f-9801-3a347476ad62;Ron Abuelo 1L;1;85;85
ccv-565;d7a0fcc8-72fb-4e1f-9801-3a347476ad62;Coca Cola 3L;1;12;12
ccv-566;4bab2b95-6229-47ea-8dff-e465a33ab88b;Paceña 440ml;4;8;32
ccv-567;778b084b-0598-42ff-9a24-c051f909156d;Sprite 3L;1;12;12
